[1.5, 0.5, 1.0, 79, 4]
[1.5, 0.5, 1.0, 87, 6]
[1.0, 0.5, 1.0, 89, 4]
[0.7, 0.5, 1.0, 90, 3]
[1.5, 0.5, 0.5384615384615384, 120, 8]
[1.5, 0.5, 0.5384615384615384, 120, 8]
[1.5, 0.5, 1.0, 129, 8]
[1.4, 0.5, 1.0, 131, 6]
[1.4, 0.5, 0.9333333333333333, 149, 8]
[1.4, 0.5, 0.6666666666666666, 160, 11]
[1.4, 1, 0.6666666666666666, 157, 14]
[1.5, 1, 0.6666666666666666, 153, 18]
[1.4, 0.8, 0.6666666666666666, 158, 13]
[1.4, 0.75, 0.6666666666666666, 159, 12]
[1.4, 0.75, 0.7272727272727273, 196, 12]
[1.4, 0.5, 0.8181818181818182, 197, 11]
[1.4, 0.75, 0.7272727272727273, 196, 12]
[1.4, 0.75, 0.8, 292, 17]
[1.4, 0.75, 0.5, 424, 20]
[1.4, 0.75, 0.5, 557, 26]
[1.4, 0.75, 0.631578947368421, 631, 27]
[1.4, 0.75, 1.0, 698, 30]
